student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,Average,Grade
8055,18,male,private,phd,6.6,91.2,yes,15-30 min,no,textbook,79.7,99.2,82.7,90.2,b,87.2,B
8056,17,other,public,post graduate,3.5,94.6,yes,15-30 min,no,textbook,79.4,57.5,65.1,69.6,d,67.33333333333333,C
8057,17,other,public,no formal,4.1,61.9,yes,<15 min,yes,mixed,80.5,48.9,53.1,57.9,d,60.833333333333336,C
8058,16,other,public,post graduate,1.7,63.7,yes,>60 min,yes,notes,48.7,40.3,44.3,44.7,e,44.43333333333334,D
8059,17,female,private,diploma,5.7,54.9,yes,30-60 min,yes,online videos,65.2,61.7,66.8,64.4,d,64.56666666666666,C
8060,19,female,private,high school,3.9,95.5,yes,>60 min,no,notes,68.2,60.5,48.0,71.7,c,58.9,D
8061,16,female,public,phd,6.9,53.3,yes,>60 min,yes,mixed,84.8,99.8,90.4,85.5,b,91.66666666666667,A
8062,17,female,private,post graduate,5.4,96.9,yes,<15 min,yes,notes,79.2,94.0,77.9,79.5,c,83.7,B
8063,15,other,public,post graduate,1.8,82.1,yes,30-60 min,no,coaching,51.9,31.5,46.9,40.0,f,43.43333333333334,D
8064,16,male,private,high school,3.6,89.3,yes,<15 min,no,coaching,82.2,66.7,71.3,69.4,d,73.39999999999999,C
8065,18,male,private,graduate,5.6,61.0,yes,30-60 min,yes,group study,69.2,65.1,54.0,74.1,c,62.76666666666667,C
8066,17,male,private,diploma,6.9,80.4,yes,<15 min,yes,online videos,100.0,79.5,89.6,87.6,b,89.7,B
8067,15,other,public,graduate,3.1,55.4,yes,<15 min,no,group study,42.9,52.1,36.0,40.9,e,43.666666666666664,D
8068,17,other,private,diploma,5.5,82.9,yes,30-60 min,no,coaching,76.7,65.0,55.3,74.1,c,65.66666666666667,C
8069,18,male,public,graduate,1.8,80.0,yes,<15 min,yes,coaching,62.5,55.1,46.5,52.9,e,54.699999999999996,D
8070,14,male,private,post graduate,7.3,91.2,yes,30-60 min,no,mixed,97.8,71.0,88.0,99.7,a,85.60000000000001,B
8071,14,male,private,high school,4.8,82.2,yes,<15 min,no,textbook,69.5,85.2,74.0,67.9,d,76.23333333333333,B
8072,16,male,private,no formal,6.3,98.6,yes,30-60 min,no,textbook,88.0,85.1,97.9,84.3,c,90.33333333333333,A
8073,17,female,private,no formal,3.5,74.5,no,>60 min,no,mixed,66.7,60.4,54.8,51.8,e,60.633333333333326,C
8074,15,female,public,phd,7.6,77.6,yes,30-60 min,no,group study,70.8,92.4,96.1,89.4,b,86.43333333333332,B
8075,18,female,public,phd,5.9,53.8,yes,<15 min,yes,mixed,66.0,67.1,54.1,63.9,d,62.4,C
8076,19,male,public,post graduate,1.7,55.4,yes,15-30 min,yes,textbook,25.9,27.6,41.9,35.6,f,31.8,D
8077,17,female,public,no formal,4.6,58.7,yes,<15 min,no,coaching,65.9,42.4,48.3,53.3,e,52.20000000000001,D
8078,16,other,private,graduate,2.5,55.9,yes,15-30 min,yes,group study,30.8,21.9,24.4,42.0,e,25.7,D
8079,14,female,public,diploma,6.8,56.9,no,15-30 min,yes,online videos,89.9,96.8,76.9,78.5,c,87.86666666666667,B
8080,18,other,private,high school,6.4,63.0,yes,<15 min,yes,online videos,61.7,80.4,69.6,66.9,d,70.56666666666668,C
8081,19,other,private,diploma,4.2,63.9,yes,15-30 min,no,coaching,77.6,69.9,68.4,57.1,d,71.96666666666667,C
8082,16,other,private,post graduate,2.8,84.8,yes,>60 min,yes,notes,53.6,59.7,59.4,63.0,d,57.56666666666667,D
8083,17,female,public,phd,6.9,74.3,yes,30-60 min,yes,mixed,82.8,88.1,69.9,80.7,c,80.26666666666667,B
8084,18,male,public,phd,6.9,96.4,yes,<15 min,no,online videos,100.0,93.2,100.0,100.0,a,97.73333333333333,A
8085,18,female,private,high school,4.3,67.1,yes,<15 min,no,online videos,51.0,64.7,51.7,52.6,e,55.800000000000004,D
8086,14,female,private,graduate,5.9,53.2,no,15-30 min,no,mixed,58.7,70.9,66.0,72.1,c,65.2,C
8087,18,other,public,graduate,2.6,92.2,yes,<15 min,yes,notes,60.8,52.8,59.1,57.0,d,57.56666666666666,D
8088,19,other,public,high school,3.1,92.1,yes,30-60 min,no,coaching,48.9,57.5,77.0,66.5,d,61.13333333333333,C
8089,18,female,public,diploma,7.6,68.2,yes,15-30 min,yes,notes,91.9,86.9,87.1,88.5,b,88.63333333333333,B
8090,16,female,public,diploma,6.0,53.5,yes,>60 min,yes,mixed,65.1,52.5,91.4,63.1,d,69.66666666666667,C
8091,17,other,public,no formal,1.0,94.0,no,>60 min,no,group study,47.1,36.9,40.4,52.4,e,41.46666666666667,D
8092,15,other,private,diploma,3.9,96.7,yes,30-60 min,yes,group study,53.0,73.2,79.1,77.7,c,68.43333333333334,C
8093,17,other,public,diploma,3.5,99.9,no,>60 min,no,coaching,51.2,76.1,77.6,72.6,c,68.3,C
8094,15,female,private,high school,2.2,69.6,yes,30-60 min,no,group study,34.1,39.7,26.4,43.2,e,33.400000000000006,D
8095,16,female,public,graduate,8.0,56.4,no,30-60 min,yes,notes,78.1,71.7,81.3,80.5,c,77.03333333333335,B
8096,15,female,public,post graduate,1.5,68.9,yes,>60 min,no,notes,36.0,62.5,16.9,31.4,f,38.46666666666667,D
8097,16,female,public,no formal,2.9,79.3,yes,>60 min,yes,mixed,61.6,55.9,53.2,60.2,d,56.9,D
8098,16,male,public,diploma,6.9,52.2,yes,15-30 min,no,textbook,57.4,83.8,63.1,71.0,c,68.1,C
8099,14,male,private,no formal,1.5,63.7,yes,30-60 min,no,mixed,54.8,19.8,31.8,39.8,f,35.46666666666666,D
8100,18,female,private,post graduate,3.3,97.1,yes,>60 min,yes,coaching,83.4,43.8,98.6,71.6,c,75.26666666666667,B
8101,16,female,private,phd,5.3,52.2,yes,<15 min,no,online videos,61.6,77.6,60.4,63.0,d,66.53333333333333,C
8102,19,male,public,diploma,3.0,57.5,yes,>60 min,yes,mixed,58.7,52.5,56.1,49.7,e,55.76666666666667,D
8103,15,male,private,phd,3.6,79.1,no,30-60 min,no,coaching,47.6,65.1,46.0,56.0,d,52.9,D
8104,18,other,public,graduate,4.6,97.9,yes,<15 min,yes,group study,71.2,80.1,77.7,74.3,c,76.33333333333333,B
8105,15,female,private,phd,7.6,97.0,yes,30-60 min,no,notes,77.9,82.4,84.5,98.2,a,81.60000000000001,B
8106,17,female,private,phd,7.0,62.9,no,30-60 min,no,notes,75.1,85.1,100.0,82.5,c,86.73333333333333,B
8107,16,other,public,graduate,1.3,80.7,no,30-60 min,no,notes,40.5,55.0,50.2,44.0,e,48.56666666666666,D
8108,16,male,private,diploma,4.8,98.3,no,>60 min,yes,online videos,84.2,59.0,80.8,76.5,c,74.66666666666667,C
8109,17,other,public,post graduate,5.4,81.5,no,15-30 min,yes,online videos,74.7,62.2,62.5,66.4,d,66.46666666666667,C
8110,18,other,public,high school,2.9,61.1,yes,15-30 min,yes,online videos,36.4,54.1,50.4,48.0,e,46.96666666666667,D
8111,15,female,private,high school,2.5,84.7,yes,<15 min,no,notes,43.4,41.9,70.6,52.6,e,51.96666666666666,D
8112,19,female,private,graduate,5.0,75.6,yes,15-30 min,yes,textbook,69.9,83.7,71.6,73.5,c,75.06666666666668,B
8113,15,other,private,high school,3.6,74.7,yes,30-60 min,yes,notes,65.6,43.8,55.3,52.3,e,54.9,D
8114,15,male,private,diploma,7.3,74.4,yes,15-30 min,yes,textbook,100.0,76.6,85.7,98.1,a,87.43333333333334,B
8115,15,male,public,phd,1.7,55.6,yes,<15 min,yes,notes,47.7,48.3,57.1,44.5,e,51.03333333333333,D
8116,19,other,public,post graduate,0.8,89.5,yes,>60 min,no,textbook,51.5,57.7,48.7,47.1,e,52.63333333333333,D
8117,14,male,private,phd,7.2,67.3,no,15-30 min,yes,group study,82.5,95.5,85.8,81.3,c,87.93333333333334,B
8118,16,other,public,phd,7.2,59.2,yes,30-60 min,yes,mixed,86.5,100.0,72.7,82.5,c,86.39999999999999,B
8119,16,other,private,high school,3.6,72.0,yes,>60 min,no,notes,49.5,42.3,46.5,58.0,d,46.1,D
8120,18,female,public,post graduate,6.2,82.2,yes,15-30 min,yes,coaching,81.6,87.3,83.7,87.4,b,84.19999999999999,B
8121,16,male,public,diploma,6.8,77.7,yes,<15 min,no,textbook,75.7,95.9,90.3,84.2,c,87.30000000000001,B
8122,19,other,public,phd,2.4,91.0,yes,30-60 min,no,online videos,67.1,62.1,59.8,55.4,d,63.0,C
8123,18,other,public,high school,5.4,92.2,yes,<15 min,yes,coaching,100.0,81.9,87.1,85.1,b,89.66666666666667,B
8124,18,female,private,high school,6.0,81.0,yes,30-60 min,no,group study,78.8,95.2,65.8,78.9,c,79.93333333333334,B
8125,18,male,public,phd,3.2,77.6,yes,>60 min,yes,mixed,77.8,68.5,50.0,61.9,d,65.43333333333334,C
8126,14,female,public,high school,7.6,78.3,yes,15-30 min,no,mixed,100.0,100.0,96.3,95.8,a,98.76666666666667,A
8127,16,female,private,graduate,7.8,69.7,yes,15-30 min,yes,mixed,91.2,79.3,66.9,92.2,b,79.13333333333334,B
8128,17,male,private,high school,4.2,73.5,yes,<15 min,yes,notes,40.9,56.7,52.0,60.5,d,49.86666666666667,D
8129,15,female,public,high school,1.1,76.3,yes,15-30 min,no,textbook,67.0,37.3,48.5,44.3,e,50.93333333333334,D
8130,14,male,public,post graduate,7.4,90.0,yes,<15 min,yes,online videos,100.0,97.9,100.0,98.5,a,99.3,A
8131,14,other,private,post graduate,4.4,87.3,yes,30-60 min,yes,group study,75.5,72.8,76.6,76.3,c,74.96666666666667,C
8132,18,female,private,high school,1.5,59.8,yes,15-30 min,no,group study,34.5,46.9,42.6,33.7,f,41.333333333333336,D
8133,17,other,public,phd,6.0,98.9,yes,30-60 min,yes,textbook,97.7,75.9,91.0,82.9,c,88.2,B
8134,15,female,private,no formal,5.7,98.3,yes,30-60 min,no,notes,72.3,73.1,68.5,75.5,c,71.3,C
8135,18,other,private,no formal,1.5,64.0,yes,<15 min,yes,textbook,24.2,46.3,56.1,38.4,f,42.199999999999996,D
8136,18,other,private,phd,2.6,99.9,yes,>60 min,yes,online videos,80.0,53.3,72.2,65.9,d,68.5,C
8137,18,male,private,no formal,7.0,76.3,yes,15-30 min,no,coaching,83.7,88.0,91.6,89.5,b,87.76666666666665,B
8138,19,female,private,high school,7.8,61.3,yes,>60 min,no,group study,86.2,92.6,100.0,90.7,b,92.93333333333334,A
8139,19,other,private,no formal,3.5,86.0,yes,>60 min,yes,coaching,41.7,54.3,68.7,58.7,d,54.9,D
8140,15,female,private,high school,1.5,52.4,yes,15-30 min,no,textbook,56.7,37.4,49.7,42.3,e,47.93333333333334,D
8141,18,male,private,no formal,3.1,84.4,yes,>60 min,yes,group study,58.1,51.9,33.9,49.0,e,47.96666666666667,D
8142,16,other,public,diploma,4.3,91.8,no,30-60 min,yes,group study,45.1,54.2,66.8,63.0,d,55.366666666666674,D
8143,16,male,private,high school,2.8,67.5,yes,30-60 min,no,group study,64.1,57.1,55.9,54.6,e,59.03333333333333,D
8144,17,other,private,no formal,5.1,66.7,yes,15-30 min,no,mixed,70.1,58.1,62.8,62.8,d,63.666666666666664,C
8145,17,other,public,post graduate,0.6,63.6,yes,<15 min,yes,textbook,36.3,26.1,31.1,23.6,f,31.166666666666668,D
8146,16,male,private,no formal,6.6,70.4,yes,<15 min,no,coaching,72.3,85.0,71.4,78.0,c,76.23333333333333,B
8147,19,male,private,diploma,6.8,78.7,yes,<15 min,no,notes,58.3,80.6,85.7,76.1,c,74.86666666666666,C
8148,15,other,private,high school,6.4,88.1,yes,<15 min,no,notes,82.6,85.3,86.9,88.0,b,84.93333333333332,B
8149,14,female,private,graduate,2.8,94.3,no,30-60 min,yes,mixed,44.1,82.9,66.1,59.0,d,64.36666666666666,C
8150,14,other,public,diploma,5.2,77.4,yes,>60 min,no,coaching,77.9,72.3,52.0,66.7,d,67.39999999999999,C
8151,18,other,public,diploma,3.2,73.7,yes,<15 min,yes,coaching,36.1,51.4,62.9,60.8,d,50.13333333333333,D
8152,16,male,public,post graduate,3.4,68.7,yes,<15 min,no,mixed,56.5,66.9,39.3,59.3,d,54.23333333333333,D
8153,16,other,private,no formal,5.8,79.8,yes,15-30 min,no,mixed,72.1,78.4,95.2,81.9,c,81.89999999999999,B
8154,17,female,public,diploma,6.8,57.2,yes,<15 min,yes,notes,79.7,91.9,88.4,85.9,b,86.66666666666667,B
8155,16,other,public,graduate,6.7,73.3,yes,>60 min,yes,group study,75.9,82.5,75.7,78.9,c,78.03333333333335,B
8156,17,male,private,post graduate,2.2,75.4,yes,15-30 min,no,online videos,47.9,45.8,48.6,43.7,e,47.43333333333333,D
8157,14,male,private,graduate,5.4,81.5,yes,>60 min,yes,notes,81.2,85.6,80.0,81.0,c,82.26666666666667,B
8158,14,female,public,post graduate,2.5,53.4,yes,15-30 min,no,mixed,34.9,23.1,23.8,35.4,f,27.266666666666666,D
8159,19,female,private,post graduate,5.2,71.5,yes,15-30 min,no,mixed,76.4,72.1,77.1,79.3,c,75.2,B
8160,16,female,public,post graduate,3.3,88.1,no,<15 min,no,notes,69.4,50.3,51.8,56.5,d,57.166666666666664,D
8161,15,male,private,graduate,6.4,89.2,yes,15-30 min,no,coaching,87.4,75.5,71.7,80.2,c,78.2,B
8162,16,female,private,phd,7.5,77.2,no,15-30 min,no,coaching,82.7,100.0,83.2,89.4,b,88.63333333333333,B
8163,16,other,public,no formal,2.7,93.6,yes,<15 min,no,notes,35.6,54.7,46.6,49.6,e,45.63333333333333,D
8164,15,other,public,diploma,7.0,87.7,yes,>60 min,no,notes,96.0,97.5,100.0,94.3,b,97.83333333333333,A
8165,15,other,public,post graduate,6.1,89.9,yes,<15 min,yes,mixed,91.2,89.5,100.0,90.0,b,93.56666666666666,A
8166,18,male,private,no formal,4.7,89.6,yes,15-30 min,yes,group study,62.7,93.7,75.6,70.6,c,77.33333333333333,B
8167,14,other,public,post graduate,4.4,86.4,yes,<15 min,no,coaching,58.9,59.9,79.7,66.3,d,66.16666666666667,C
8168,15,female,public,no formal,2.9,92.8,yes,30-60 min,no,textbook,68.0,72.5,79.9,63.9,d,73.46666666666667,C
8169,16,other,public,post graduate,2.0,54.8,no,30-60 min,yes,textbook,60.1,46.9,63.1,38.0,f,56.699999999999996,D
8170,17,other,private,high school,1.1,75.2,yes,>60 min,yes,notes,51.8,46.4,28.2,38.3,f,42.13333333333333,D
8171,19,male,public,post graduate,5.8,91.3,yes,<15 min,yes,textbook,73.8,78.1,90.0,81.8,c,80.63333333333333,B
8172,19,other,public,post graduate,2.2,55.5,yes,30-60 min,yes,coaching,47.8,36.8,55.0,47.1,e,46.53333333333333,D
8173,15,female,public,post graduate,4.2,57.8,yes,>60 min,yes,group study,51.0,51.4,50.6,47.1,e,51.0,D
8174,17,other,private,graduate,7.2,70.1,yes,30-60 min,yes,coaching,92.5,87.7,81.0,86.7,b,87.06666666666666,B
8175,14,female,public,phd,5.5,78.2,yes,>60 min,no,online videos,92.0,72.8,83.4,75.1,c,82.73333333333333,B
8176,17,male,private,no formal,1.8,86.2,yes,>60 min,no,mixed,41.8,40.3,62.9,44.4,e,48.333333333333336,D
8177,14,other,public,high school,6.0,78.0,yes,<15 min,no,textbook,65.7,83.1,90.6,74.6,c,79.8,B
8178,14,male,public,no formal,2.1,60.8,no,<15 min,no,notes,41.9,38.6,55.3,40.2,e,45.26666666666667,D
8179,18,other,private,post graduate,6.3,92.4,yes,<15 min,yes,notes,68.9,68.6,79.1,77.7,c,72.2,C
8180,15,male,public,phd,1.1,63.2,no,>60 min,no,group study,33.7,58.7,10.0,33.1,f,34.13333333333333,D
8181,16,other,private,phd,1.6,92.9,yes,<15 min,no,online videos,51.2,72.1,58.5,57.7,d,60.6,C
8182,14,female,private,graduate,7.5,74.8,yes,<15 min,yes,online videos,100.0,91.2,90.0,95.2,a,93.73333333333333,A
8183,18,male,private,no formal,2.6,52.0,yes,30-60 min,yes,textbook,50.5,55.1,60.2,37.1,f,55.26666666666667,D
8184,18,male,private,high school,1.6,74.0,yes,<15 min,yes,coaching,22.4,19.6,34.9,33.5,f,25.633333333333336,D
8185,17,male,private,graduate,2.1,82.7,yes,30-60 min,no,coaching,37.7,35.8,45.2,47.8,e,39.56666666666667,D
8186,19,other,public,phd,3.2,94.0,yes,15-30 min,yes,online videos,49.3,54.6,60.4,59.4,d,54.76666666666667,D
8187,16,other,public,phd,6.8,79.1,yes,>60 min,yes,textbook,74.6,91.6,83.7,77.8,c,83.3,B
8188,15,other,private,post graduate,1.6,99.6,yes,>60 min,no,notes,57.4,41.7,48.1,48.3,e,49.06666666666666,D
8189,14,female,public,phd,0.6,69.0,yes,30-60 min,yes,coaching,27.0,50.7,42.0,41.9,e,39.9,D
8190,15,female,public,diploma,7.0,62.3,yes,15-30 min,yes,notes,93.4,81.2,100.0,90.4,b,91.53333333333335,A
8191,15,other,public,high school,2.7,72.2,yes,<15 min,yes,mixed,61.5,46.8,28.3,44.8,e,45.53333333333333,D
8192,15,male,public,diploma,1.1,82.9,yes,<15 min,no,online videos,28.0,39.1,44.0,37.0,f,37.03333333333333,D
8193,15,other,private,no formal,0.7,54.7,no,<15 min,yes,online videos,28.4,28.3,30.8,34.8,f,29.166666666666668,D
8194,17,female,public,post graduate,7.2,54.5,yes,<15 min,no,notes,78.7,90.0,96.5,84.9,c,88.39999999999999,B
8195,14,female,public,high school,4.4,81.2,yes,15-30 min,no,group study,87.6,64.1,72.3,73.0,c,74.66666666666667,C
8196,17,female,public,diploma,5.1,69.2,no,15-30 min,yes,group study,70.7,57.6,62.8,69.5,d,63.70000000000001,C
8197,16,other,private,no formal,5.1,89.2,yes,<15 min,yes,online videos,84.7,70.7,78.7,76.0,c,78.03333333333335,B
8198,18,other,public,phd,4.4,63.2,yes,>60 min,no,group study,46.3,40.9,46.6,52.3,e,44.599999999999994,D
8199,17,other,private,diploma,6.3,71.7,yes,>60 min,no,coaching,96.4,75.0,100.0,87.5,b,90.46666666666665,A
8200,19,male,public,post graduate,7.3,75.8,no,30-60 min,yes,textbook,95.0,100.0,100.0,96.3,a,98.33333333333333,A
8201,16,male,public,graduate,5.3,97.1,yes,>60 min,no,coaching,95.5,76.5,68.4,78.5,c,80.13333333333334,B
8202,15,other,public,graduate,6.8,50.4,yes,30-60 min,yes,coaching,77.0,66.8,62.2,68.3,d,68.66666666666667,C
8203,17,other,public,diploma,0.6,60.8,yes,15-30 min,no,mixed,45.0,25.7,27.5,28.4,f,32.733333333333334,D
8204,17,male,public,post graduate,4.1,54.6,yes,<15 min,yes,group study,75.3,59.3,63.0,64.3,d,65.86666666666666,C
8205,16,other,public,high school,5.0,99.6,yes,30-60 min,no,online videos,70.3,53.7,81.4,79.0,c,68.46666666666667,C
8206,17,male,private,phd,2.0,56.6,yes,>60 min,no,online videos,62.5,55.6,31.8,45.9,e,49.96666666666667,D
8207,16,other,public,diploma,1.7,91.2,yes,>60 min,no,online videos,68.1,72.5,70.5,51.6,e,70.36666666666666,C
8208,15,other,private,no formal,1.5,76.0,yes,<15 min,no,coaching,29.0,37.5,37.5,42.4,e,34.666666666666664,D
8209,15,female,private,phd,2.6,89.1,yes,<15 min,yes,notes,60.1,62.0,52.8,60.8,d,58.29999999999999,D
8210,19,male,public,no formal,6.7,65.1,yes,<15 min,yes,mixed,81.0,91.6,78.3,88.7,b,83.63333333333333,B
8211,18,other,private,diploma,0.7,73.8,yes,<15 min,yes,textbook,44.1,35.9,30.3,40.3,e,36.766666666666666,D
8212,14,male,public,post graduate,5.0,98.9,yes,15-30 min,no,group study,90.4,82.8,96.3,88.5,b,89.83333333333333,B
8213,19,female,public,diploma,1.0,54.8,yes,30-60 min,yes,online videos,33.0,31.6,23.3,27.8,f,29.299999999999997,D
8214,18,female,private,high school,4.9,81.0,no,15-30 min,yes,mixed,57.0,50.0,48.8,63.3,d,51.93333333333334,D
8215,14,male,private,high school,2.4,97.9,no,30-60 min,yes,textbook,36.2,59.6,46.0,50.9,e,47.26666666666667,D
8216,18,female,private,post graduate,1.7,56.3,yes,>60 min,yes,online videos,18.6,25.4,33.2,30.1,f,25.733333333333334,D
8217,17,other,public,graduate,4.0,92.0,yes,<15 min,yes,mixed,81.3,51.9,81.5,74.0,c,71.56666666666666,C
8218,19,male,private,graduate,2.2,63.8,yes,30-60 min,yes,textbook,30.6,28.1,25.8,38.9,f,28.166666666666668,D
8219,16,female,public,graduate,3.3,60.0,yes,30-60 min,no,notes,29.7,41.5,20.7,44.8,e,30.633333333333336,D
8220,17,male,public,high school,5.2,58.3,yes,15-30 min,yes,online videos,64.1,81.5,61.2,72.8,c,68.93333333333334,C
8221,15,female,public,phd,7.5,86.8,yes,30-60 min,no,mixed,100.0,100.0,100.0,100.0,a,100.0,A
8222,15,male,public,high school,5.1,51.8,yes,30-60 min,no,coaching,43.3,60.5,29.3,52.4,e,44.36666666666667,D
8223,17,male,public,phd,4.3,71.0,yes,15-30 min,yes,textbook,70.4,70.0,54.3,65.7,d,64.89999999999999,C
8224,18,female,public,post graduate,4.7,84.8,yes,30-60 min,no,coaching,69.3,77.3,71.2,69.2,d,72.60000000000001,C
8225,19,male,public,no formal,4.0,57.0,yes,15-30 min,yes,online videos,51.6,44.1,74.2,50.4,e,56.63333333333333,D
8226,18,male,private,high school,4.7,61.2,yes,<15 min,yes,textbook,64.2,66.1,55.7,60.4,d,62.0,C
8227,17,other,private,graduate,4.8,57.6,no,>60 min,yes,notes,48.6,74.7,66.4,63.3,d,63.23333333333334,C
8228,17,other,public,no formal,4.2,51.3,yes,15-30 min,no,mixed,64.2,53.1,74.2,61.5,d,63.833333333333336,C
8229,16,male,public,phd,6.4,72.8,yes,30-60 min,yes,notes,77.5,73.9,71.5,81.5,c,74.3,C
8230,18,other,public,diploma,3.4,74.8,yes,<15 min,yes,mixed,60.3,59.2,80.6,63.9,d,66.7,C
8231,15,female,public,phd,1.3,97.3,no,30-60 min,no,mixed,37.5,27.6,33.2,42.4,e,32.766666666666666,D
8232,15,male,public,no formal,5.3,86.4,yes,>60 min,no,online videos,69.9,85.3,79.9,72.8,c,78.36666666666666,B
8233,19,other,public,no formal,6.5,98.5,yes,15-30 min,yes,mixed,100.0,92.9,100.0,98.1,a,97.63333333333333,A
8234,17,female,private,graduate,6.4,87.8,yes,>60 min,no,notes,90.9,67.1,76.8,83.4,c,78.26666666666667,B
8235,16,male,private,post graduate,2.4,98.9,yes,15-30 min,no,notes,61.3,29.1,51.7,52.6,e,47.366666666666674,D
8236,19,male,public,phd,5.4,62.4,yes,>60 min,no,notes,100.0,90.6,70.8,75.2,c,87.13333333333333,B
8237,19,other,public,post graduate,8.0,58.4,yes,<15 min,no,mixed,78.5,88.2,76.7,77.8,c,81.13333333333333,B
8238,15,male,private,post graduate,1.3,69.6,yes,30-60 min,no,group study,54.0,33.7,37.2,41.9,e,41.63333333333333,D
8239,17,female,private,no formal,4.4,74.6,yes,>60 min,no,mixed,56.6,69.3,69.6,62.5,d,65.16666666666667,C
8240,16,male,public,graduate,2.8,91.2,yes,15-30 min,yes,textbook,45.2,42.7,55.4,54.3,e,47.76666666666667,D
8241,18,other,private,post graduate,6.4,77.1,yes,30-60 min,no,group study,86.4,90.7,94.7,91.4,b,90.60000000000001,A
8242,19,other,public,diploma,2.9,97.6,yes,30-60 min,no,group study,55.1,56.1,62.9,63.7,d,58.03333333333333,D
8243,17,female,private,phd,6.0,64.4,yes,15-30 min,no,coaching,92.8,69.9,80.7,81.5,c,81.13333333333333,B
8244,18,female,public,phd,1.7,78.9,yes,>60 min,no,textbook,62.6,53.9,45.9,44.9,e,54.13333333333333,D
8245,17,female,public,phd,1.0,82.6,yes,<15 min,no,notes,53.5,51.0,47.6,47.2,e,50.699999999999996,D
8246,19,female,private,phd,1.3,57.8,yes,30-60 min,no,coaching,28.3,25.1,25.2,28.6,f,26.200000000000003,D
8247,16,other,public,graduate,2.5,89.3,yes,<15 min,no,mixed,54.2,60.7,61.0,53.6,e,58.63333333333333,D
8248,16,other,public,post graduate,6.9,82.0,yes,>60 min,no,group study,88.8,86.5,83.6,85.2,b,86.3,B
8249,16,male,private,no formal,1.6,59.6,yes,15-30 min,yes,textbook,51.4,26.0,39.2,33.7,f,38.86666666666667,D
8250,19,other,public,high school,0.8,70.7,yes,<15 min,no,group study,45.0,25.6,38.9,35.1,f,36.5,D
8251,17,male,public,graduate,6.9,82.0,yes,<15 min,no,group study,97.0,86.4,94.4,78.3,c,92.60000000000001,A
8252,14,male,private,no formal,3.3,86.7,yes,30-60 min,yes,notes,60.8,64.5,51.4,63.3,d,58.9,D
8253,14,female,public,post graduate,4.9,70.9,yes,30-60 min,no,mixed,58.6,57.2,60.5,59.9,d,58.76666666666667,D
8254,17,male,public,high school,1.1,86.1,yes,>60 min,no,notes,41.7,36.0,42.4,38.3,f,40.03333333333333,D
8255,18,other,private,diploma,7.3,63.0,yes,>60 min,no,online videos,76.8,96.3,93.0,85.1,b,88.7,B
8256,16,other,public,high school,4.3,65.3,yes,30-60 min,no,online videos,78.6,76.6,65.2,69.5,d,73.46666666666665,C
8257,17,male,private,graduate,1.2,50.6,yes,<15 min,yes,coaching,30.0,35.2,47.8,35.9,f,37.666666666666664,D
8258,18,male,public,no formal,5.3,74.4,no,15-30 min,yes,group study,55.1,90.7,48.0,67.8,d,64.60000000000001,C
8259,17,female,private,post graduate,3.2,59.4,no,30-60 min,no,mixed,81.7,59.0,60.6,59.2,d,67.1,C
8260,19,other,private,phd,3.2,80.1,yes,15-30 min,yes,group study,62.1,54.0,65.0,48.7,e,60.36666666666667,C
